id,city,description,homeType,latitude,longitude,garageSpaces,hasSpa,yearBuilt,numOfPatioAndPorchFeatures,lotSizeSqFt,avgSchoolRating,MedianStudentsPerTeacher,numOfBathrooms,numOfBedrooms,priceRange
4640,austin,"This Hyde Park condo is great for living or as an investment property! Owner-occupied since 2010. Updated in 2010 with tile floors, Silestone countertops, new oven/range and deep stainless steel sink in the kitchen, and a complete bathroom remodel/refinish. The living room can be used as a second bedroom, and I previously rented it for $650/month while living in the master bedroom. 

The neighborhood and complex are quiet, friendly, and safe. The complex itself is occupied mostly by grad students and young professionals -- a great place to live and also extremely rentable as a 1-1 or 2-1. Access to UT and downtown in minutes by bike or bus.    

Washer/dryer hookups and a gigantic walk-in closet that can be shared by two people. South-facing balcony and north-facing patio are great for potted plants. Wood-burning fireplace in living room/second bedroom. HOA is already funded to do a renovation of courtyard/patio area, which should be coming soon!

This place was a gem to both live in and rent while at UT and as a young professional! 

We are willing to work with a buyer's agent. Email or call us to set up a time to view the condo.",Condo,30.29845047,-97.73529053,1,FALSE,1981,0,876,7.333333333,15,1,1,0-250000
4641,austin,"Situated on a large lot that backs to greenbelt with views of Lake Austin and Texas hill country, this stunning, custom-built home is an entertainer's delight! Experience superior craftsmanship throughout with a spacious open floor plan, high ceilings, hand-scraped wood floors, exceptional storage, and great natural light. Designed with entertaining in mind, the gourmet island kitchen with bar and stainless steel appliances opens to the two-story family room! Escape from daily life in the upstairs game room, or retreat to the luxurious master suite for peace and relaxation! When making your way into the backyard, you are greeted with an incredible outdoor retreat! Soak up the captivating views relaxing by the pool and cabana! Walk to Bella Mar community pool and park! Located in acclaimed Leander ISD, this lovely home is ready to be enjoyed! Once you see it, you'll want to own it!",Single Family,30.3412838,-97.90438843,3,TRUE,2012,0,12196.8,8.333333333,17,3,5,650000+
4642,austin,"Wonderful 1 story home in Wells Branch with pergo flooring, ceramic tile recent interior paint and new carpet throughout. Also recent hardware in bathrooms and new ceiling fans and light fixtures throughout. Mil floorplan with brick fireplace, tall ceilings and french doors leading out to partially covered patio. A/C compressor replaced 09, roof 03. Move in ready. Great area amenities to include parks and play ground, community pool, clubhouse and tennis courts and what a convenient location!!",Single Family,30.44539452,-97.68538666,2,FALSE,1985,0,7492,5.333333333,14,2,3,0-250000
4643,austin,"Beautifully remodeled Brentwood bungalow within walking distance to coffee shops, restaurants, and neighborhood park. Open floor plan, hardwood floors throughout. Incredible mudroom, updated kitchen, master bedroom with en-suite, large secondary bedroom with walk-in closet and bathroom with frameless shower, plus 2 additional bedrooms and another full bath: Covered porch, deck, custom garden area, drought tolerant landscaping in front and much more! Must see! FaceTime viewings also available.",Single Family,30.3363018,-97.73468781,1,FALSE,1948,1,7971,7,16,3,4,650000+
4644,austin,"Beautifully updated home in highly sought after neighborhood!  Open concept kitchen and family room!  New cabinets, appliances, and granite countertops, fresh paint inside and out, all updated windows, HVAC, and water heater!  NEST wifi climate control!  Recessed LED lighting throughout! New cabinets with quartz countertops in master and secondary bathrooms.  Large secondary bedrooms!  New landscaping with great curb appeal.  This home will not last long!",Single Family,30.37986946,-97.69935608,0,FALSE,1975,0,7884,3.666666667,14,2,4,350000-450000
4645,austin,"Sparkling home on a corner lot in gated Highpointe subdivision has 4 beds and 2.5 baths. Pergola-covered back patio creates a private backyard paradise. New carpet throughout, professionally cleaned tile. New paint. Home is move-in ready! Lowest priced 4 bdrm home in the neighborhood. Exemplary DSISD schools (new elementary/middle school will be walking distance - opening 2017). Neighborhood features community parks, pools, fitness center, sports courts, baseball and soccer fields.",Single Family,30.17204094,-97.99723816,2,FALSE,2006,2,12632.4,8,15,3,4,250000-350000
4646,austin,"One story home with approximately 1,850 square feet of living space.  It features 4 bedrooms, 2 bathrooms, a fireplace in the living room, formal dining room, and a kitchen with tiled floors and ample cabinet and counter space.  Attached 2 car garage.  Large back deck.",Single Family,30.22942352,-97.85153198,2,FALSE,1983,1,8995,6,17,2,4,350000-450000
4647,austin,"Walking distance to UT and Shoal Creek! Beautiful Colonial home. Tons of character!  Gleaming hardwood floors through out including staircase, remodeled bathrooms w/designer tile, pedestal sinks, newer A/C and heating units, new water heater,  built in cabinets, oversized bedrooms, quartz counters in kitchen with checkered tile, tons of natural light, terraced smaller yard and more!",Single Family,30.29796791,-97.74560547,1,FALSE,1939,1,2744,6,16,2,3,650000+
4648,austin,"Nestled in the heart of Southwest Austin in Grey Rock-Circle C, this home is beyond incredible. You will not find another one like it! This is an immaculate 3,448 sq ft+ 4 bed/3.5 bath home that includes a media room, 2nd story living/game room, private office with double doors, 2 dining areas, mud room, laundry room that connects to the master closet.Secondary En-suite bedroom downstairs. Custom Built-ins, vaulted ceilings, beautiful stonework and more. The hardwood floors throughout the entire first floor sets this home apart and provides unparalleled character. Very well maintained. There will be no other home built like this. Enjoy miles of nearby hike and bike trails, convenient shopping, and exquisite dining just minutes from home!  Highly sought after AISD schools and easy access to Mopac! Only 2 years old! This is practically a new home with loads of upgrades.This home has been Pre-Inspected.",Single Family,30.16654205,-97.89048767,0,FALSE,2015,0,8973,7.333333333,17,4,4,450000-650000
4649,austin,"Heart of 78704. Smartly updated bungalow with bamboo hardwoods, granite, open kitchen to living/dining. Large utility room. Freshly painted exterior and new front door. Recent roof, HVAC + water heater. Beautiful, mature Raywood Ash shades front yard nicely. Lot size is .017 acre. Backyard storage building with electricity. Area is hot, hot, hot!",Single Family,30.23709106,-97.77032471,1,FALSE,1962,2,7405,3.666666667,12,1,3,450000-650000
4650,austin,"Great location minutes to Mueller, Springdale Parks and best of East Austin dining! Ideal investment property with easy move in/quick closing. Appointment with Listing Agent only. Selling property as is.",Single Family,30.29083252,-97.67447662,0,FALSE,1972,0,7753,3,15,2,2,250000-350000
4651,austin,"If you're looking for outdoor space, look no further! This fabulous home sits on a quarter acre lot covered with mature trees.  The property is TurnKey, with only 2 previous owners, both of whom took incredible care of the property.  Boasting a kitchen with stainless steel appliances that opens into the sun-soaked family room, this home is an entertainers dream. This ideal layout with 3 br and 2 full bathrooms features a master bedroom with a tastefully updated bathroom and walk in closet. Nestled in a quiet South Austin neighborhood, you will find yourself steps away from the neighborhood path leading to Garrison Park. Don't miss your chance to make this home yours!",Single Family,30.20922279,-97.80031586,2,TRUE,1966,1,10890,4,13,2,3,350000-450000
4652,austin,"8210 Sandalwood Cv, Austin, TX 78757 is a single family home that contains 1,573 sq ft and was built in 1960. It contains 3 bedrooms and 2 bathrooms. 
 
",Single Family,30.36601257,-97.73521423,0,FALSE,1960,0,11761.2,5.333333333,13,2,3,350000-450000
4653,austin,"1304 Hillcrest Dr, Austin, TX 78723 is a single family home that contains 1,106 sq ft and was built in 1955. It contains 3 bedrooms and 1 bathroom. 
 
",Single Family,30.31856155,-97.69734955,0,FALSE,1955,0,8058,3,14,1,3,250000-350000
4654,austin,"Incredible value for Tarrytown. This home will surprise you (doesn't look like over 3,500 s.f. from the street).Set back from the street, quiet interior. Semi-circular driveway.Separate, detached building (+/- 638 sf) not included in total s.f. Built in 1992.",Single Family,30.29501534,-97.76881409,2,FALSE,1992,0,11761.2,7,16,4,4,650000+
4655,austin,"Immaculate single-story home minutes to ABIA, parks and downtown. Convenient access to major highways and the toll. Stained concrete floors throughout. Zero carpet! Open floorplan with abundant natural light that's perfect for entertaining. Kitchen has upgraded SS appliances, granite, under-cabinet LED lighting and breakfast bar. Spacious master and secondary bedrooms. Relax under the pergola in your private yard that backs to spring-fed pond. Remy air purifier on AC- great for allergies! A must see!",Single Family,30.23623276,-97.58108521,0,FALSE,2014,0,4617,3,13,2,3,0-250000
4656,del valle,"Our Fully Furnished 5 bedroom, 2.5 bath home is minutes from the Austin airport, Formula 1 Track, and an easy ride to downtown Austin.

Our home is spacious with plenty of common space to hang out together, but private rooms for you each to have your own space. It's the best of both worlds!

The large kitchen comes with basic cookware so you can make yourself at home as soon as you arrive. The private, fenced in backyard allows you to enjoy the outside too!

Monthly or Yearly lease available.
Monthly lease- $2600/ month, landlord pays utilities.
Yearly lease- $2300/ month, tenant pays utilities.
Refundable security deposit.
Non-refundable $75 pet deposit.",Single Family,30.16080666,-97.63445282,0,FALSE,2016,0,4965,3,14,3,5,250000-350000
4657,austin,"Open and airy 2-story home is well suited for both family living and entertaining! Spacious, open floor plan featuring wood floors, new carpet and a park-like backyard that backs to a greenbelt! Large, bright kitchen features a breakfast area and pantry, and is open to the adjoining family room. Huge upstairs flex space can be an additional living area, game room or office. Nestled on a PRIVATE tree-lined street with close proximity to shopping, dining, entertainment, 290 and MOPAC! Don't miss this GEM!",Single Family,30.22493935,-97.87559509,2,FALSE,1998,0,6098,6,17,3,3,250000-350000
4658,austin,"3607 Laurel Ledge Ln, Austin, TX 78731 is a single family home that contains 3,369 sq ft and was built in 1972. It contains 4 bedrooms and 5 bathrooms. 
 
",Single Family,30.34653282,-97.76065826,0,FALSE,1972,2,18730.8,7,16,5,4,650000+
4659,austin,"
",Single Family,30.25497437,-97.88559723,0,FALSE,2005,0,9147,6,17,3,4,450000-650000
4660,austin,"Luxurious living in Belterraâs Wellington Ct garden homes. Featuring upgrades galore - open floorpan w/ high ceilings & walls of windows allowing an abundance of natural light.  Expansive master suite includes custom bathroom w/ walk-in shower, dual vanities, garden tub & skylight. Chef's kitchen w/ SS appliances, double built-in ovens, custom cabinets, & huge walk-in pantry. Entertain your guest on the wonderful outdoor living areas w/ an outdoor fireplace. 3 car tandem garage/HOA incl yard maintenance.",Single Family,30.1967392,-97.98212433,0,FALSE,2014,0,8712,6,16,4,3,350000-450000
